covariate_mode,meal_type,model,quantile_tau,treat_offset,minutes,n_obs,ACME,ACME_lower,ACME_upper,ACME_p,ADE,ADE_lower,ADE_upper,ADE_p,total_effect,total_lower,total_upper,total_p,prop_mediated,m_resid_skew,m_resid_kurt,m_shapiro_p,y_resid_skew,y_resid_kurt,y_shapiro_p
pca,Breakfast,qr,0.75,45.0,185.0,51.0,-20.935075855009263,-46.69228882026156,3.467004829197391,0.088,6.170026345563648,-31.483537872149338,44.35421803389427,0.766,-14.765049509445616,-43.13058461530805,14.311202692278629,0.316,1.4178805050139864,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.8473462362601552,2.7398032862393187,0.0097070536132183
pca,Breakfast,qr,0.95,45.0,185.0,51.0,-25.018537616467363,-228.28108579923892,184.77829613033697,0.794,22.990316412130557,-248.18782335173736,277.2759301149261,0.852,-2.0282212043368055,-115.5273692803116,102.32860753165862,0.97,12.33521154545271,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.5965225764019075,1.0696534573708352,0.0396795857125083
pca,Breakfast,qr,0.25,45.0,185.0,51.0,-5.7169096872672185,-27.960771626300957,15.790740467896429,0.594,0.8286093237993483,-17.570118586033193,17.99204247612925,0.914,-4.888300363467871,-20.04844913638444,10.426295873656608,0.524,1.169508676265448,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.2332246830166445,3.612443496385282,0.0013619458677424
pca,Breakfast,qr,0.25,45.0,190.0,51.0,-5.907145938008065,-19.78127352172792,7.233640698926035,0.372,1.23273000269665,-22.61577652069572,25.238553735040604,0.916,-4.674415935311415,-24.94149857452649,13.512301214164475,0.688,1.263718509383039,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.112408011604646,3.299923160751,0.0023849277570424
pca,Breakfast,qr,0.5,45.0,190.0,51.0,-22.703348984764133,-59.30107525297203,13.09479062970486,0.202,12.314940959731937,-24.93263974845929,49.9952181594267,0.534,-10.388408025032197,-26.38818413191064,6.71699919723727,0.224,2.1854502566762406,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.8763307870283668,2.2912167389763676,0.017513923191237
pca,Breakfast,qr,0.75,45.0,190.0,51.0,-21.325065892494763,-44.18622489838417,0.8572078536858508,0.062,6.425707569414157,-29.843700266473917,42.09068240194935,0.746,-14.899358323080609,-45.92714364023571,16.543524537394124,0.34,1.4312741146348624,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.8493661097131849,2.7056047384588373,0.0117403662839163
pca,Breakfast,qr,0.95,45.0,190.0,51.0,-17.439128347945502,-237.45181037741625,197.45418104713715,0.886,7.464122053938912,-260.79207625046973,289.83135759419906,0.986,-9.975006294006588,-116.74683077929922,96.79861262544172,0.838,1.7482824405257449,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.5976011650579819,1.010880656902894,0.0250239432054781
pca,Breakfast,qr,0.25,45.0,195.0,51.0,-6.16010963314197,-20.756595963419183,7.080576764331429,0.386,4.193366449348423,-21.080807851123645,30.555100481259895,0.714,-1.9667431837935472,-23.083566950432843,20.23264694973004,0.834,3.132137273388211,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.121878210516836,3.2491923202031643,0.0027500206996865
pca,Breakfast,qr,0.5,45.0,195.0,51.0,-18.669998537665148,-57.11610191209734,15.711226005270872,0.276,9.85856526469426,-25.437520312424173,47.356843765135515,0.624,-8.81143327297089,-25.431801112238293,6.268898955900988,0.264,2.1188378733951776,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.9537851236511335,2.45603090091183,0.0113688032907966
pca,Breakfast,qr,0.75,45.0,195.0,51.0,-20.358833067153014,-42.740054745533016,-2.0715654521510523,0.024,2.798076972103047,-31.50168030973374,38.066202252561794,0.886,-17.560756095049967,-48.02139568117838,12.720970646521046,0.284,1.1593369304236147,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.9209514543775532,2.909066522193637,0.0091157522591719
pca,Breakfast,qr,0.95,45.0,195.0,51.0,-23.64190070658264,-242.18925462121388,195.5278464126432,0.82,10.682843066502668,-277.6288371598704,288.516769078935,0.954,-12.959057640079973,-120.27501251601022,95.39810208840574,0.806,1.8243533876616616,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.5385256282405605,0.8164704786455292,0.0566094217376272
pca,Breakfast,qr,0.25,45.0,200.0,51.0,-5.607968372841801,-36.95796767669497,26.850535857323045,0.702,5.6901787923123335,-17.171735135601896,29.53883221465815,0.644,0.0822104194705328,-11.51157307095548,12.331942427396214,0.988,-68.21481278114504,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.0996418906163952,3.0578044520776215,0.0037119697804352
pca,Breakfast,qr,0.5,45.0,200.0,51.0,-21.811777967523692,-65.54216962131416,20.011076078441747,0.31,11.076708819181093,-32.51876198486546,55.13896096445587,0.608,-10.7350691483426,-25.952382578381087,3.6633372371838338,0.132,2.0318246362568835,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.0032375862762457,2.56587080334109,0.0060322401842743
pca,Breakfast,qr,0.95,45.0,200.0,51.0,-17.229685686379558,-223.15396231648535,180.04508149982166,0.868,-0.5441456480008344,-249.99869690104143,248.06618064388576,0.972,-17.773831334380393,-116.4651807291105,78.72206929433882,0.714,0.9693850111569204,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.4021054339881264,0.2825812085510129,0.1060096991689302
pca,Breakfast,qr,0.75,45.0,200.0,51.0,-19.642403317001563,-40.921073803696146,-0.3139325034507272,0.05,-2.198621536446011,-36.14554518548071,30.380328342275295,0.924,-21.841024853447575,-56.314693477174,9.41712121095718,0.184,0.8993352394771456,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.82380333858641,2.589039198207538,0.0082190350426331
pca,Breakfast,qr,0.25,45.0,205.0,51.0,-6.446062677869185,-33.47396627201585,20.871831946512508,0.624,9.234218128808934,-14.904811843756615,33.18792653042413,0.45,2.788155450939748,-8.284816786474547,12.801460754368248,0.584,-2.3119452237487472,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.0797310821643746,2.8290231695467885,0.002503021948974
pca,Breakfast,qr,0.5,45.0,205.0,51.0,-19.467958720778977,-59.246951656170715,18.20530784631193,0.308,10.336458988728111,-30.13973653289271,51.45287273125777,0.612,-9.131499732050864,-23.38363157232636,4.839415178557689,0.206,2.1319563370787753,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.0520813361211312,2.544119481575536,0.0026065056869712
pca,Breakfast,qr,0.75,45.0,205.0,51.0,-20.752131603140985,-41.76401390147988,-3.5808475858477204,0.018,5.444778601958256,-36.43678085527886,48.07847572894598,0.798,-15.307353001182731,-50.59483807499497,19.00706337415565,0.408,1.355696938689371,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.8980888746425201,2.6353424815292854,0.0045391552926182
pca,Breakfast,qr,0.95,45.0,205.0,51.0,-23.705371973695417,-203.57938604807632,156.73447570631092,0.828,4.66559662253421,-229.79611232543505,233.3888012575368,0.942,-19.039775351161204,-109.72844904104706,71.94678116332234,0.644,1.2450447306485506,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.2483621095444729,-0.1041974698265972,0.2437451696777665
pca,Breakfast,qr,0.25,45.0,210.0,51.0,-7.32103642808353,-34.570255689756905,19.927153134019772,0.614,7.4673361292701825,-13.57895548676878,30.59904258259471,0.532,0.146299701186653,-11.404465919175376,9.409819139955443,0.926,-50.041362823722785,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.1416002443617,2.858337434462438,0.0017251934279756
pca,Breakfast,qr,0.5,45.0,210.0,51.0,-15.261509073544255,-54.949090991587056,18.674345682062675,0.424,10.42025042284676,-26.728685532925574,51.94228944994939,0.594,-4.841258650697495,-22.26456662996183,12.67317543155318,0.618,3.1523845707655975,2.276795272208762,6.910606929926525,2.303953930166223e-07,1.0674937671622298,2.4518171455665874,0.0016594907209952
pca,Breakfast,qr,0.75,45.0,210.0,51.0,-22.03449698040396,-35.23181551176485,-10.627468544560848,0.0,11.02255608343674,-27.324138472969445,48.787803364470946,0.554,-11.011940896967223,-46.1878186386017,21.343006047140133,0.526,2.0009639705269793,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.9073116415928576,2.1935666566836556,0.00463405964122
pca,Breakfast,qr,0.95,45.0,210.0,51.0,-18.825866372478,-200.83319242524905,157.81703744426835,0.854,-8.797756556669599,-234.45361437101005,212.146857532987,0.942,-27.6236229291476,-114.99244762664136,60.21287585677747,0.576,0.681513298265215,2.276795272208762,6.910606929926525,2.303953930166223e-07,0.1242056243343016,-0.3795580414249371,0.3417407737127703
pca,Dinner,lmer,,15.0,60.0,42.0,-6.1500185122391136,-11.533016531625025,-0.9971003315598748,0.022,8.139449762424043,0.5105615383678337,15.628136698101253,0.03,1.9894312501849305,-3.4139351572624097,7.558223938615215,0.484,-3.0913450825040725,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.230170141440186,-0.4802578760305613,0.6102057185267917
pca,Dinner,lmer,,15.0,65.0,42.0,-6.517581493781237,-12.666550845939607,-1.098481590945113,0.014,9.025129086329486,1.4272299750130764,16.792459383727483,0.008,2.507547592548249,-2.7259737258465058,8.419892590959645,0.396,-2.5991855600865645,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1129264323167028,-0.630405487538094,0.6224334569760474
pca,Dinner,lmer,,15.0,70.0,42.0,-7.092232577518301,-13.114652370720764,-1.4689563394854046,0.018,10.466004358409894,1.9155634982474736,18.516850412054836,0.024,3.373771780891593,-2.7448137321508272,9.26486872562426,0.29,-2.10216725911556,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0221386293342192,-0.6857092018449022,0.8821119618376188
pca,Dinner,lmer,,15.0,75.0,42.0,-8.376110226276674,-14.88640758874797,-2.0974037625281494,0.012,12.448011894725214,4.033271590380852,20.621935157007503,0.002,4.071901668448539,-2.061029534284141,10.304695359612976,0.21,-2.0570512031711488,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0958928114320511,-0.7357801068002678,0.8258953063653461
pca,Dinner,lmer,,15.0,80.0,42.0,-9.688960062987368,-17.850502849312974,-3.030522619195043,0.004,14.188790019081056,5.048604971404575,22.530511062743717,0.002,4.499829956093687,-2.2162543961123755,11.597398563396206,0.166,-2.153183599719483,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1259281270312023,-0.8983435352919464,0.6737911156767641
pca,Dinner,lmer,,15.0,85.0,42.0,-10.320134469683468,-18.467361056819975,-3.2779455369299595,0.008,15.191405590468523,6.045848526069958,25.002535076031485,0.002,4.871271120785057,-2.476029332096416,12.275715323973508,0.216,-2.1185711519214863,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.155818657243224,-0.969725718282545,0.5541811693995127
pca,Dinner,lmer,,15.0,90.0,42.0,-10.635590407809437,-18.991037594081455,-3.35098341236735,0.002,16.170123536445804,6.913378973145582,25.840112981626735,0.0,5.534533128636368,-1.9125896370417992,12.360568267191532,0.154,-1.9216779736631369,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1223112320684096,-1.069719789435991,0.3181884310718474
pca,Dinner,lmer,,15.0,95.0,42.0,-11.273706844957708,-20.26846013151432,-3.37516722372659,0.004,17.146182603672287,6.89456692736129,27.534592473803855,0.002,5.872475758714578,-2.955008531517185,13.88410201431646,0.16,-1.919753662367676,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0505119406649241,-1.1218438161008948,0.2828238924453666
pca,Dinner,lmer,,15.0,100.0,42.0,-11.28789306332876,-20.434298677348146,-3.3264117002630957,0.004,17.498197643130187,6.315808272862719,28.847087028370332,0.004,6.210304579801426,-2.062975187260239,14.32196109673034,0.148,-1.817606997898594,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0376656152172928,-1.1181960384262863,0.2723632639429786
pca,Dinner,lmer,,15.0,105.0,42.0,-11.110375579886403,-20.66714556454008,-3.6685781222809344,0.008,17.368128917162462,5.42325179957858,28.55639287030527,0.0,6.257753337276056,-2.195109104617382,14.674702317772178,0.154,-1.7754575773551746,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0626119705670609,-1.1644003040682336,0.1668871236319237
pca,Dinner,lmer,,15.0,110.0,42.0,-11.230151197340817,-20.17247238076546,-2.3487859427812587,0.018,17.55200238469075,5.780974665931557,28.706242576510792,0.006,6.3218511873499335,-1.7818877262570767,15.158438737868046,0.154,-1.7764023328819292,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0751303838570756,-1.2272285634272069,0.111255595026589
pca,Dinner,lmer,,15.0,115.0,42.0,-11.695297002533524,-21.19773123912217,-3.5019600666720163,0.008,18.31471306690437,6.736095900796536,29.95140563755907,0.002,6.619416064370844,-2.261268995417614,15.760625023091889,0.146,-1.7668170256714524,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1065740880073552,-1.27987639063723,0.0684125891614116
pca,Dinner,lmer,,15.0,120.0,42.0,-10.96330487084174,-21.31839453879702,-2.5591534704762657,0.008,17.5760108959577,6.542354472317955,28.610528587721156,0.004,6.612706025115959,-1.8690126190112712,14.928552350463258,0.11,-1.6579150546238732,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1123350206684929,-1.348179164870354,0.0371672120507439
pca,Dinner,lmer,,15.0,125.0,42.0,-10.82585275657234,-20.73089455150626,-2.589281198042267,0.006,17.160076005151527,4.9963712289388,28.427188638466795,0.01,6.334223248579188,-1.973244759973371,14.772277058067528,0.168,-1.7091050207301517,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.111919367601298,-1.4032577854823538,0.0225723181948397
pca,Dinner,lmer,,15.0,130.0,42.0,-10.52831311584048,-19.67786951495152,-1.6476539576583404,0.03,16.762645652653006,3.7347495111369633,28.38040207419964,0.014,6.234332536812524,-2.931318080844762,15.098460695709466,0.174,-1.6887634808815273,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1207683865329144,-1.435747525838715,0.0167614428842599
pca,Dinner,lmer,,15.0,135.0,42.0,-10.26840789940646,-20.00973923525874,-1.5209973644982755,0.02,15.962199330441422,4.098218035185186,27.585993201765675,0.006,5.693791431034962,-3.62047413897053,15.017468324557282,0.236,-1.8034394170880208,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1662561372445758,-1.4257288879266428,0.0109664859066349
pca,Dinner,lmer,,15.0,140.0,42.0,-10.473329152392552,-21.08899806384535,-1.318513948943825,0.026,15.839472969012563,3.483605753052246,27.672764635931244,0.016,5.366143816620013,-4.335074758048726,14.473109196950196,0.27,-1.9517421653803937,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1841468569704247,-1.42080366259066,0.0089535658129844
pca,Dinner,lmer,,15.0,145.0,42.0,-10.522263160702524,-20.72336352158665,-1.7439382116943771,0.022,15.651853518512924,3.832009894846419,27.771645009266457,0.018,5.1295903578104,-3.5012339109724766,14.58154338281761,0.266,-2.051287223097874,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1683499325311928,-1.4051647559091542,0.0119152657609052
pca,Dinner,lmer,,15.0,150.0,42.0,-10.734192534099492,-20.549782717700086,-2.044277858283628,0.018,15.940539557616388,4.356332393321911,27.289209635451492,0.006,5.206347023516898,-3.2757083758849586,14.48945583093774,0.23,-2.0617512596862055,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1384501855627533,-1.383641770173766,0.0137950181670804
pca,Dinner,lmer,,15.0,155.0,42.0,-10.985170214370031,-20.904847072446824,-2.8374003488017734,0.004,16.32427208597878,5.0546557806061285,28.559219843438512,0.008,5.339101871608748,-3.2087651706051132,14.82018808240566,0.224,-2.0574940277474125,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0900721964062465,-1.36478218597184,0.0296489252522838
pca,Dinner,lmer,,15.0,160.0,42.0,-10.871887995582068,-20.249797237062815,-2.77640493440836,0.016,15.788024505111231,4.0578972550724615,27.38576756781749,0.006,4.916136509529166,-3.690224486318947,13.72255129709633,0.244,-2.211469916367986,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0287440128976259,-1.3501075739586563,0.047871632101777
pca,Dinner,lmer,,15.0,165.0,42.0,-10.510229852282391,-19.8176763001924,-2.0378322320891655,0.026,15.349977034257565,3.4214985726174354,26.40604074223269,0.008,4.839747181975172,-4.201996711503918,13.490040529010711,0.276,-2.171648529788081,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.0125442678093294,-1.3137973196782522,0.079863369996575
pca,Dinner,lmer,,15.0,170.0,42.0,-10.776541724122875,-19.698845400766785,-2.875769769188131,0.0,15.55842867253294,4.718960653510746,27.084643188195,0.004,4.781886948410061,-4.184475073342782,12.961129790547927,0.27,-2.2536170010681644,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.0527691985592151,-1.2108994220421212,0.1574137982859733
pca,Dinner,lmer,,15.0,175.0,42.0,-11.022079879309898,-20.97852132013384,-2.1409115737684608,0.016,15.54193774525852,3.9654453287758993,27.185828599719,0.014,4.519857865948622,-3.8046989369626902,13.579054042118816,0.29,-2.438589930525746,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1147755340298885,-1.0984625519085025,0.3130723729129143
pca,Dinner,lmer,,15.0,180.0,42.0,-10.836189806611287,-20.160930167703487,-1.8872127820528948,0.024,16.04295084510814,4.094284919533856,27.158890022094877,0.006,5.206761038496854,-3.391479847247928,13.39738615719299,0.23,-2.0811767097611225,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1685172177157166,-0.9010604064894636,0.5136367507882598
pca,Dinner,lmer,,15.0,185.0,42.0,-11.020995845765547,-19.84492632690632,-2.0263518328426775,0.012,16.213618904743647,4.50859617328073,27.19545591465693,0.004,5.1926230589781,-3.1849579883688706,13.895174318762567,0.214,-2.122433252055554,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1871442536880525,-0.6886527294953781,0.7235750431097192
pca,Dinner,lmer,,15.0,190.0,42.0,-10.9242445196642,-20.644125914779288,-2.3578272836767646,0.02,15.997220411460289,4.0639951187201095,27.9696240293469,0.004,5.072975891796085,-3.376078011924619,13.07003748744408,0.218,-2.1534193642297157,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1830902867521702,-0.5635540679837505,0.6059607918927766
pca,Dinner,lmer,,15.0,195.0,42.0,-10.727281746060392,-20.3349309668974,-2.7499154624702777,0.01,16.275945118361314,5.526996937727126,26.897558611603685,0.002,5.548663372300923,-2.510146603583828,13.740123269044574,0.176,-1.9333091640792757,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1768194335806028,-0.5400009722840773,0.5004648743797904
pca,Dinner,lmer,,15.0,200.0,42.0,-10.606831508960337,-20.164696707417097,-2.285016971556651,0.004,16.957756086728228,5.041847568154319,28.942885098576056,0.0,6.350924577767894,-2.1647648743850683,14.637295007586284,0.178,-1.670123992039003,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1178336735955168,-0.4521697153623982,0.4713087763654415
pca,Dinner,lmer,,15.0,205.0,42.0,-10.744906928386731,-21.472381400606576,-1.751367058276411,0.02,17.125159839485693,4.773806746242052,28.782089931738255,0.008,6.380252911098962,-2.2935753457188133,15.033008790473849,0.15,-1.6840879316390582,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.0297220039706327,-0.2851641959172779,0.3555375892466113
pca,Dinner,lmer,,15.0,210.0,42.0,-11.048897841776066,-21.331207134869334,-3.1521061915874604,0.008,17.987628460893056,6.742935452332151,29.83932577537471,0.0,6.93873061911699,-2.009197638961479,15.345797975922231,0.132,-1.5923514614236642,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0660634513370813,-0.166838711136986,0.2751626854958273
pca,Dinner,lmer,,30.0,60.0,42.0,-12.09297923939904,-24.179255228699684,-1.9506859110576988,0.018,15.959931968713656,1.6918158745520575,30.456160625588108,0.03,3.866952729314617,-6.809810168051177,14.751921695587535,0.452,-3.127263270565609,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.230170141440186,-0.4802578760305613,0.6102057185267917
pca,Dinner,lmer,,30.0,65.0,42.0,-13.235448286237457,-25.762959144386787,-1.7493928905090792,0.018,17.648219950666295,1.9808978009561728,33.16225986500965,0.032,4.412771664428838,-6.847863497533511,15.73269609981778,0.442,-2.9993503613449644,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.1129264323167028,-0.630405487538094,0.6224334569760474
pca,Dinner,lmer,,30.0,70.0,42.0,-14.274304126898366,-27.60807111852002,-2.1965859485622032,0.022,20.7798800112096,4.235858213373535,36.39938359367972,0.024,6.505575884311233,-5.432764724097412,19.022468819739625,0.288,-2.1941645721667937,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0221386293342192,-0.6857092018449022,0.8821119618376188
pca,Dinner,lmer,,30.0,75.0,42.0,-16.846858712396287,-31.701447300847523,-3.5855558417350646,0.012,25.289106180068572,8.2619965339166,43.122564047319926,0.002,8.442247467672283,-4.109045923087062,21.51255150749021,0.18,-1.9955419190100268,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0958928114320511,-0.7357801068002678,0.8258953063653461
pca,Dinner,lmer,,30.0,80.0,42.0,-19.397135440386744,-33.97182329330212,-6.825846061073903,0.002,28.760933564548665,11.449780405736448,46.56837444996485,0.002,9.363798124161924,-5.3038711696076275,24.0167497927247,0.172,-2.071502950318338,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1259281270312023,-0.8983435352919464,0.6737911156767641
pca,Dinner,lmer,,30.0,85.0,42.0,-20.45486935807344,-36.95885224124283,-6.12205797220027,0.004,30.115455012433227,11.971953255520418,48.165665655976994,0.0,9.660585654359783,-3.2143361804593393,23.053049029875844,0.146,-2.1173529317906556,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.155818657243224,-0.969725718282545,0.5541811693995127
pca,Dinner,lmer,,30.0,90.0,42.0,-21.067083560719126,-37.83092998085364,-6.517054082175449,0.01,31.63906454287942,11.730908942840944,52.60792098037725,0.002,10.571980982160294,-5.045523159562723,25.678589760935335,0.184,-1.9927280985719524,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1223112320684096,-1.069719789435991,0.3181884310718474
pca,Dinner,lmer,,30.0,95.0,42.0,-22.693703600340516,-39.597193917356186,-7.3743210936586685,0.002,34.33656277041568,12.21173224242409,56.50726887448957,0.002,11.64285917007517,-4.568076824106176,28.24968480551305,0.152,-1.949152117090668,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0505119406649241,-1.1218438161008948,0.2828238924453666
pca,Dinner,lmer,,30.0,100.0,42.0,-21.890335025865664,-40.63601181787793,-6.510117455569068,0.006,33.63593739065904,12.23541380907448,54.67339700198395,0.002,11.745602364793376,-5.134447276484453,29.26988316409263,0.176,-1.8637047591088576,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0376656152172928,-1.1181960384262863,0.2723632639429786
pca,Dinner,lmer,,30.0,105.0,42.0,-23.054445629404057,-42.13888462996023,-6.870944892652102,0.004,35.21731577051224,13.226508969475482,57.20171068927773,0.002,12.162870141108185,-5.711512216305395,29.30730022626214,0.174,-1.895477412973803,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0626119705670609,-1.1644003040682336,0.1668871236319237
pca,Dinner,lmer,,30.0,110.0,42.0,-22.85932518831728,-40.390174333701495,-5.777664045468145,0.008,35.81011281781514,13.015431291284958,58.613114531368254,0.0,12.950787629497857,-3.6947058410404674,30.043693718678128,0.138,-1.765091501944705,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0751303838570756,-1.2272285634272069,0.111255595026589
pca,Dinner,lmer,,30.0,115.0,42.0,-22.75618731897558,-41.86626723618985,-5.587088292747893,0.002,36.16668761538756,12.543551979308177,58.20566919704152,0.004,13.410500296411982,-4.859215184819127,31.697992155389237,0.138,-1.6968932415641544,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1065740880073552,-1.27987639063723,0.0684125891614116
pca,Dinner,lmer,,30.0,120.0,42.0,-22.562081210947817,-43.14034834947298,-5.431942639006988,0.012,35.729981972263644,13.42429798180672,58.061541896903634,0.006,13.167900761315828,-4.771571017925137,30.867864661108356,0.14,-1.713415191981843,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1123350206684929,-1.348179164870354,0.0371672120507439
pca,Dinner,lmer,,30.0,125.0,42.0,-21.17376216219716,-40.96194433405862,-3.124203975614286,0.018,34.09154433496932,11.463169697170096,57.400889388266314,0.006,12.91778217277216,-3.329517063748285,29.425776035098785,0.126,-1.6391174490329143,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.111919367601298,-1.4032577854823538,0.0225723181948397
pca,Dinner,lmer,,30.0,130.0,42.0,-20.68370291184616,-39.68094189147872,-2.8215930820254025,0.024,32.80804333197727,8.374823720629097,55.953436775918505,0.006,12.124340420131103,-5.425530258858145,29.215898939715625,0.168,-1.7059652067755535,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1207683865329144,-1.435747525838715,0.0167614428842599
pca,Dinner,lmer,,30.0,135.0,42.0,-20.49174960156849,-39.51447190435472,-2.576586194513524,0.024,32.360744436283255,7.476657590236426,55.567077688463485,0.006,11.868994834714766,-6.134949458713021,30.86752780191372,0.21,-1.726494103918021,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1662561372445758,-1.4257288879266428,0.0109664859066349
pca,Dinner,lmer,,30.0,140.0,42.0,-21.22417490573311,-41.07537271343493,-3.4693597422627316,0.012,32.07828901053398,7.541257557660931,56.00693984553936,0.008,10.854114104800871,-7.1767496308172944,28.41718969607008,0.218,-1.9554037023017352,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1841468569704247,-1.42080366259066,0.0089535658129844
pca,Dinner,lmer,,30.0,145.0,42.0,-20.96606270791712,-40.25202587859601,-3.204374107091165,0.022,31.323884952099608,6.221007192099204,56.69388096792908,0.022,10.357822244182486,-7.603800488632609,29.53094980910126,0.282,-2.0241767249571017,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1683499325311928,-1.4051647559091542,0.0119152657609052
pca,Dinner,lmer,,30.0,150.0,42.0,-21.26271175700139,-40.08350620066528,-3.2963217239076132,0.02,31.105146808842218,7.085031070145822,55.33248328111908,0.016,9.842435051840823,-9.187417308660065,28.311845382887377,0.296,-2.1603100904409467,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.1384501855627533,-1.383641770173766,0.0137950181670804
pca,Dinner,lmer,,30.0,155.0,42.0,-21.85599745915272,-42.18421939294253,-4.308854105711538,0.018,32.209013561704225,8.630391505302848,55.38844799470332,0.006,10.353016102551509,-8.253960602415859,27.17995402779814,0.262,-2.1110753854392534,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0900721964062465,-1.36478218597184,0.0296489252522838
pca,Dinner,lmer,,30.0,160.0,42.0,-22.087075284407916,-40.93431108633893,-4.926787893437478,0.01,31.889487933977392,7.298652778647528,55.61107939491636,0.012,9.80241264956948,-7.217994109888047,27.14208009461045,0.3,-2.253228472826838,0.7254241304575931,0.2589015687051557,0.0570835656975397,0.0287440128976259,-1.3501075739586563,0.047871632101777
pca,Dinner,lmer,,30.0,165.0,42.0,-21.349968476550615,-40.3791336229577,-4.966388089593358,0.008,31.0067772233978,9.132944679147387,53.283766238725185,0.006,9.656808746847185,-7.157985931239056,26.598449625449927,0.274,-2.2108720423319026,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.0125442678093294,-1.3137973196782522,0.079863369996575
pca,Dinner,lmer,,30.0,170.0,42.0,-21.59578906032033,-40.71181266125651,-5.0033559245972175,0.01,30.875152605185235,7.533841691034824,54.22560510136509,0.004,9.279363544864903,-8.695359700650254,26.15730254703233,0.282,-2.3272920557435426,0.7254241304575931,0.2589015687051557,0.0570835656975397,-0.0527691985592151,-1.2108994220421212,0.1574137982859733
